APP_Libelle_etablissement,Code_postal,Libelle_commune,Synthese_eval_sanit,filtre_activite,Latitude,Longitude,Adress_Rue,Adress_Avenue,Adress_Chemin,Adress_Place,Adress_Boulevard,Adress_Route,Adress_quai
CITY BOUCHERIE 94,94190,Villeneuve-Saint-Georges,Satisfaisant,Boucherie-Charcuterie,48.732943,2.449463,1,1,0,0,0,0,0
ECOLE PRIMAIRE PUBLIQUE CLAUDE AVELINE,56860,Séné,Satisfaisant,Restauration collective,47.619479,-2.770099,1,0,0,0,0,0,0
AU BUREAU,91300,Massy,Urgent_Améliorer,Restaurant,48.724034,2.262946,1,0,0,1,0,0,0
LA MAISON KANGOUROU 25 LEON FROT,75011,Paris 11e  Arrondissement,Satisfaisant,Restauration collective,48.854608,2.387416,1,0,0,0,0,0,0
TI CASE CREOLE,75014,Paris 14e  Arrondissement,Satisfaisant,Restaurant,48.827814,2.315394,1,0,0,0,0,0,0
UNITE CENTRALE DE PRODUCTION M VAN DER MEERSCH,59910,Bondues,Satisfaisant,Restauration collective,50.7047,3.089599,0,1,0,0,0,0,0
RESTAURATION MUNICIPALE,74000,Annecy,Très satisfaisant,Restauration collective,45.919938,6.131138,0,0,1,0,0,0,0
BOUCHERIE DU CENTRE,61100,Flers,Très satisfaisant,Boucherie-Charcuterie,48.749758,-0.563068,1,0,0,0,0,0,0
PICOLLO,13005,Marseille 5e  Arrondissement,Très satisfaisant,Restaurant,43.289799,5.398771,1,0,0,0,1,0,0
LECHARDOY LUCIENNE,64190,Ogenne-Camptort,Satisfaisant,Producteur fermier,43.325236,-0.700543,1,0,1,0,0,0,0
MAIRIE COMMUNE DE MACON,71000,Mâcon,Urgent_Améliorer,Restauration collective,46.303298,4.830373,1,0,0,1,0,0,0
MADAME GUAN,75011,Paris 11e  Arrondissement,Satisfaisant,Restaurant,48.856843,2.380186,1,1,0,0,0,0,0
2 R,69004,Lyon 4e  Arrondissement,Très satisfaisant,Restaurant,45.776797,4.83348,1,0,0,0,0,0,0
DOMITYS LES BOTANISTES,49000,Angers,Très satisfaisant,Restauration collective,47.448548,-0.546137,1,0,0,0,0,0,0
CUISINE CENTRALE,59150,Wattrelos,Très satisfaisant,Restauration collective,50.714339,3.181889,1,0,0,0,0,0,0
TI KREOL,29100,Douarnenez,Très satisfaisant,Restaurant,48.086531,-4.311917,1,0,1,0,0,0,0
EMPIRE,95400,Arnouville,Satisfaisant,Restaurant,48.99256,2.416895,1,0,0,0,0,0,0
BABIN CEDRIC,61420,L'Orée-d'Écouves,Très satisfaisant,Producteur fermier,48.516271,-0.022005,1,0,0,0,0,0,0
CRECHE MUNICIPALE DE PELLETIER,97232,Le Lamentin,Très satisfaisant,Restauration collective,14.655128,-60.978501,1,0,0,0,0,0,0
LAI LAI KEN,75001,Paris 1er Arrondissement,Satisfaisant,Restaurant,48.865778,2.335169,1,0,0,0,0,0,0
VERSE TOUJOURS,75005,Paris 5e  Arrondissement,Satisfaisant,Restaurant,48.838423,2.351044,0,1,0,0,0,0,0
BOUCHERIE MUSULMANE CHERIF,16000,Angoulême,Satisfaisant,Boucherie-Charcuterie,45.648253,0.116513,1,0,0,0,0,0,0
GAEC TEXIER-PICHOT,24320,Champagne-et-Fontaine,Très satisfaisant,Producteur fermier,45.442146,0.331941,0,0,0,0,0,0,0
3AG,37200,Tours,Satisfaisant,Boulangerie-Pâtisserie,47.36884,0.708071,1,0,1,0,0,0,0
LE BISTROT DES ARTS,72400,La Ferté-Bernard,Satisfaisant,Restaurant,48.186753,0.654211,1,0,0,0,0,0,0
GAEC LA FERME DE LA VESLE,51400,Livry-Louvercy,Satisfaisant,Producteur fermier,49.107192,4.32285,1,0,0,0,0,0,0
OLD WILD WEST,42650,Saint-Jean-Bonnefonds,Satisfaisant,Restaurant,45.444445,4.425897,1,0,0,0,0,0,0
MULTI ACCUEIL L'ILE AUX BAMBINS,31170,Tournefeuille,Satisfaisant,Restauration collective,43.586004,1.335321,1,0,0,0,0,0,0
GALOPIN Michel,37390,Charentilly,Très satisfaisant,Producteur fermier,47.467807,0.611574,1,0,1,0,0,0,0
MAHARAJAH DARBAR,93160,Noisy-le-Grand,Satisfaisant,Restaurant,48.842927,2.544079,1,0,0,0,0,0,0
EARL DE LA GARBIERE,63120,Vollore-Ville,Urgent_Améliorer,Producteur fermier,45.79593,3.580873,1,0,0,0,0,0,0
MAIRIE COMMUNE DE DIVATTE-SUR-LOIRE,44450,Divatte-sur-Loire,Très satisfaisant,Restauration collective,47.272624,-1.334541,1,0,0,0,0,0,0
LE CHAM' BAR,75010,Paris 10e  Arrondissement,Satisfaisant,Restaurant,48.873223,2.353322,1,0,0,0,0,0,0
JULIA LUDOVIC,09300,Bélesta,Satisfaisant,Boucherie-Charcuterie,42.903008,1.933734,1,0,0,1,0,0,0
LA FAVORITA,94120,Fontenay-sous-Bois,Satisfaisant,Restaurant,48.846965,2.470489,1,0,0,0,0,0,0
IL RISTORANTE,60880,Jaux,Très satisfaisant,Restaurant,49.406077,2.776697,0,1,0,0,0,0,0
FERME DE LA JARJATTE,26620,Lus-la-Croix-Haute,Satisfaisant,Producteur fermier,44.676537,5.759036,1,0,0,0,0,1,0
ROYAL TACOS,31100,Toulouse,Satisfaisant,Restaurant,43.583483,1.414883,1,0,0,0,0,0,0
LADENIME,59800,Lille,Satisfaisant,Restaurant,50.642739,3.066867,1,0,1,0,0,0,0
TAORMINA CONVENTION,75015,Paris 15e  Arrondissement,Satisfaisant,Restaurant,48.837601,2.29734,1,0,0,0,0,0,0
PICARD SURGELES,75008,Paris 8e  Arrondissement,Très satisfaisant,Libre service,48.865642,2.300096,1,1,0,0,0,0,0
ECOLE ELEM GERMAINE PETIT-DEVAED GPE SC G.CORNELY,97139,Les Abymes,Satisfaisant,Restauration collective,16.254982,-61.533381,1,0,0,0,1,0,0
ECOLE ELEMENTAIRE PUBLIQUE DU PUY DE NELLE,16430,Champniers,Très satisfaisant,Restauration collective,45.716193,0.206858,1,0,0,0,0,0,0
FAN SUSHI,75007,Paris 7e  Arrondissement,Satisfaisant,Restaurant,48.860131,2.309506,1,0,0,0,0,0,0
RESTAURANT LES BOUTONS D'OR,05000,Gap,Satisfaisant,Restaurant,44.561535,6.082934,0,0,0,1,0,0,0
LA BOUGNETTE,42530,Saint-Genest-Lerpt,Très satisfaisant,Restaurant,45.464332,4.322492,1,0,0,0,0,0,0
ETS ACCUEIL D'ENFANTS TRION,69005,Lyon 5e  Arrondissement,Satisfaisant,Restauration collective,45.757565,4.812741,1,0,0,0,0,0,0
ENTREPOT - STOCKAGE,17180,Périgny,Satisfaisant,Restauration collective,46.160416,-1.107121,1,0,0,0,0,0,0
LE MANOIR DU TILLEUL,63530,Chanat-la-Mouteyre,Très satisfaisant,Restauration collective,45.828943,3.015026,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE GEORGES DARTOIS,60000,Beauvais,Très satisfaisant,Restauration collective,49.447271,2.081481,0,1,0,0,0,0,0
CRECHE COLLECTIVE MUNICIPALE,92110,Clichy,Satisfaisant,Restauration collective,48.902658,2.308091,1,0,0,0,0,0,0
YOOM DIM SUM,75006,Paris 6e  Arrondissement,Très satisfaisant,Restaurant,48.853434,2.337966,1,0,0,0,0,0,0
CRECHE COLLECTIVE DEPARTEMENTALE,94340,Joinville-le-Pont,Très satisfaisant,Restauration collective,48.81886,2.468019,1,0,0,0,0,0,1
LITTLE VICTOIRE,75016,Paris 16e  Arrondissement,Satisfaisant,Restauration collective,48.840736,2.262229,1,0,0,0,0,0,0
LE RAWAL,93380,Pierrefitte-sur-Seine,Satisfaisant,Restaurant,48.967657,2.357364,1,0,0,0,0,0,0
CAFE DU RHONE,07340,Serrières,Satisfaisant,Restaurant,45.316305,4.766995,1,0,1,0,0,0,1
SARL PLAISIRS FERMIERS,79000,Niort,Très satisfaisant,Producteur fermier,46.337405,-0.39723,1,0,0,0,0,0,0
E.P.PU BERANGER 3 RUE BERANGER,75003,Paris 3e  Arrondissement,Satisfaisant,Restauration collective,48.864816,2.364383,1,0,0,0,0,0,0
MAIRIE COMMUNE DE VACHERESSE,0CHEF,Non Renseigné,Très satisfaisant,Restauration collective,45.88368247734546,1.8146273876131076,0,0,0,0,0,0,0
LA SCALA,59300,Valenciennes,Satisfaisant,Restaurant,50.358552,3.510438,0,0,0,0,0,0,0
CREIME PARIS,75009,Paris 9e  Arrondissement,Très satisfaisant,Restaurant,48.876675,2.341741,1,0,0,0,0,0,0
MONOPRIX,75018,Paris 18e  Arrondissement,Très satisfaisant,Restaurant,48.894006,2.34189,1,0,0,0,0,0,0
PASSAGE DES OURS,75011,Paris 11e  Arrondissement,Satisfaisant,Restauration collective,48.856776,2.3744,1,0,0,0,0,0,0
59 POINCARE,75016,Paris 16e  Arrondissement,Très satisfaisant,Restaurant,48.867427,2.285735,1,1,0,0,0,0,0
ECOLE PRIMAIRE PUBLIQUE ECOLE A,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.892139,2.382862,1,0,0,0,0,0,0
LA BOUCH' EN BOUCHE,03150,Varennes-sur-Allier,Très satisfaisant,Boucherie-Charcuterie,46.311857,3.401525,1,0,0,0,0,0,0
GRAINE DE TOMATE,80000,Amiens,Satisfaisant,Restaurant,49.882033,2.275556,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75010,Paris 10e  Arrondissement,Satisfaisant,Restauration collective,48.879191,2.352834,1,0,0,0,0,0,0
LA MAISON PAISIBLE,84085,Avignon,Satisfaisant,Restauration collective,43.92507,4.803964,1,1,1,0,0,0,0
TRAITEUR PEKINOIS,75019,Paris 19e  Arrondissement,Très satisfaisant,Restaurant,48.88309,2.387567,1,0,0,0,0,0,0
KRISPY KOREAN CHICKEN,75017,Paris 17e  Arrondissement,Satisfaisant,Restaurant,48.884732,2.325809,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.876359,2.377275,1,1,0,0,0,0,0
TAJ MAHAL,75005,Paris 5e  Arrondissement,Urgent_Améliorer,Restaurant,48.837422,2.352353,1,0,0,0,0,0,0
FRATERNITE AMIS DE LA BRARDIERE,61270,La Chapelle-Viel,Satisfaisant,Restauration collective,48.703462,0.616901,0,0,0,0,0,0,0
RIE BASTILLE,75011,Paris 11e  Arrondissement,Satisfaisant,Restauration collective,48.857508,2.373381,1,0,0,0,0,0,0
SARL L'ORANGERAIE,30000,Nîmes,Satisfaisant,Restaurant,43.85623,4.359085,1,0,1,0,0,0,0
ECOLE PRIMAIRE DES QUATRE FILS,75003,Paris 3e  Arrondissement,Satisfaisant,Restauration collective,48.860344,2.360284,1,0,0,0,0,0,0
EARL MOINET,76220,Dampierre-en-Bray,Satisfaisant,Producteur fermier,49.547787,1.679277,0,0,1,0,0,0,0
PINOCCHIO,75011,Paris 11e  Arrondissement,Satisfaisant,Restaurant,48.849325,2.390556,1,0,0,0,0,0,0
GAEC DE LA SAPIE,04250,Bayons,Très satisfaisant,Producteur fermier,44.338859,6.164492,0,0,0,0,0,0,0
BOWL D'AIR,66330,Cabestany,Satisfaisant,Restaurant,42.688768,2.921154,1,0,1,0,0,0,0
COMMUNAUTE COMMUNES PAYS WISSEMBOURG,67160,Schleithal,Satisfaisant,Restauration collective,48.990638,8.045763,1,0,1,0,0,0,0
AMREST OPCO - CLERMONT LA PARDIEU,63000,Clermont-Ferrand,Satisfaisant,Restaurant,45.761323,3.126356,1,1,0,0,1,0,0
MAIRIE DU 3EME ARRONDISSEMENT COMMUNE DE LYON,69003,Lyon 3e  Arrondissement,Très satisfaisant,Restauration collective,45.757905,4.851035,1,0,0,0,0,0,0
CALABRIA PIZZERIA,71200,Le Creusot,Satisfaisant,Restaurant,46.807202,4.434729,1,0,0,0,0,0,0
HOPITAL AMBROISE PARE,92100,Boulogne-Billancourt,Très satisfaisant,Restauration collective,48.849029,2.237285,1,1,1,0,0,0,0
HEILLIG MARLON,57000,Metz,Très satisfaisant,Restaurant,49.108385,6.194897,0,0,0,0,0,0,0
ECOLE PRIMAIRE PUBLIQUE,02000,Chéry-lès-Pouilly,Satisfaisant,Restauration collective,49.657054,3.606152,1,0,0,0,0,0,0
VIDALOU AUDREY,47480,Bajamont,Très satisfaisant,Producteur fermier,44.274886,0.710292,0,0,0,0,0,0,0
LE ROYAL D'ISTANBUL,89470,Monéteau,Satisfaisant,Restaurant,47.846958,3.580207,1,0,0,0,0,0,0
ECOLE MATERNELLE,75010,Paris 10e  Arrondissement,Très satisfaisant,Restauration collective,48.876835,2.367887,1,0,0,0,0,0,0
ALLARD HUBERT,79160,Villiers-en-Plaine,Satisfaisant,Producteur fermier,46.404794,-0.537082,1,0,0,0,0,0,0
BIG FERNAND,69002,Lyon 2e  Arrondissement,Très satisfaisant,Restaurant,45.762117,4.836413,1,0,0,0,0,0,0
SYNDICAT INTERCOMMUNAL A VOCATION SCOLAIRE DE LA VALLEE DE LA DURDENT,76450,Paluel,Urgent_Améliorer,Restauration collective,49.832549,0.628128,1,0,0,0,0,0,0
ECOLE MATERNELLE DE VELOTTE,25000,Besançon,Satisfaisant,Restauration collective,47.219264,6.017835,1,0,0,0,0,0,0
COMMUNAUTE DE COMMUNES ARC SUD BRETAGNE,56190,Muzillac,Satisfaisant,Restauration collective,47.552507,-2.477853,1,0,1,0,0,0,0
SAPORI D'ITALIA E POI,59255,Haveluy,Urgent_Améliorer,Restaurant,50.35399,3.403168,1,0,0,0,0,0,0
ECOL MATE PUBLIQUE DANIELLE CASANOVA,94600,Choisy-le-Roi,Très satisfaisant,Restauration collective,48.765192,2.421882,1,0,0,0,0,0,0
PARASIA,71200,Le Creusot,Satisfaisant,Restaurant,46.804402,4.440657,1,0,1,0,0,0,0
LA RUCHE - SAVEURS ORIENTALES,17000,La Rochelle,Satisfaisant,Restaurant,46.160474,-1.14973,1,0,1,0,0,0,0
COS EHPAD JACQUES BARROT,75017,Paris 17e  Arrondissement,Satisfaisant,Restauration collective,48.89327,2.313526,1,0,0,0,0,0,0
ECOLE POLYVALENTE,75010,Paris 10e  Arrondissement,Satisfaisant,Restauration collective,48.869568,2.360344,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75011,Paris 11e  Arrondissement,Satisfaisant,Restauration collective,48.856081,2.380494,1,1,0,0,0,0,0
LE POINT CHAUD DE LA FREYDIERE,69700,Givors,Satisfaisant,Restaurant,45.584948,4.763136,1,0,0,0,0,0,0
A.LEA,75018,Paris 18e  Arrondissement,Très satisfaisant,Restaurant,48.889327,2.341368,1,0,0,0,0,0,0
LA MAISON BLEUE - PARIS PATURES,75016,Paris 16e  Arrondissement,Très satisfaisant,Restauration collective,48.849224,2.274855,1,0,0,0,0,0,0
SAVEURS D'ATIKA,75004,Paris 4e  Arrondissement,Satisfaisant,Restaurant,48.854403,2.367379,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75011,Paris 11e  Arrondissement,Satisfaisant,Restauration collective,48.857415,2.372494,1,0,0,0,0,0,0
CRECHE COLLECTIVE MUNICIPALE,69003,Lyon 3e  Arrondissement,Très satisfaisant,Restauration collective,45.757592,4.84489,1,0,0,0,0,0,0
L'ANNEXE,85550,La Barre-de-Monts,Satisfaisant,Restaurant,46.890731,-2.141201,1,1,0,0,0,0,0
RESIDENCE MADELEINE BRES,78200,Buchelay,Satisfaisant,Restauration collective,48.982227,1.671153,1,0,0,0,0,0,0
SERAY,57070,Metz,Satisfaisant,Restaurant,49.11488,6.220878,1,0,1,1,0,0,0
SARL JOALEA (LE REVERBERE),65500,Vic-en-Bigorre,Satisfaisant,Restaurant,43.384622,0.055139,1,0,0,0,1,0,0
NARUTO RAMEN,75009,Paris 9e  Arrondissement,Satisfaisant,Restaurant,48.87558,2.34048,1,0,0,0,0,0,0
ROYAL D'ASIE,26750,Saint-Paul-lès-Romans,Urgent_Améliorer,Restaurant,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
SCEA DES CHEVRES SUR LE PLATEAU,24590,Salignac-Eyvigues,Très satisfaisant,Producteur fermier,44.974466,1.333468,0,0,0,1,0,0,0
ROYAL MASSY II,91300,Massy,Satisfaisant,Restaurant,48.72929,2.300591,1,1,1,0,0,0,0
VESPERINI ANGE-PAUL,20226,Palasca,Satisfaisant,Restaurant,42.621072,9.02796,1,0,0,0,0,1,0
ECOLE ELEMENTAIRE,75015,Paris 15e  Arrondissement,Satisfaisant,Restauration collective,48.83654,2.3033,1,0,0,0,0,0,0
ETABLISSEMENTS LASSERRE,75008,Paris 8e  Arrondissement,Très satisfaisant,Boulangerie-Pâtisserie,48.866312,2.309979,1,1,0,0,0,0,0
BOUCHERIE LE LION,13015,Marseille 15e  Arrondissement,Satisfaisant,Boucherie-Charcuterie,43.329787,5.365474,1,0,0,0,0,0,0
RESTAURANT LE 20123,20000,Ajaccio,Très satisfaisant,Restaurant,41.917918,8.73735,1,0,0,0,0,0,0
LES TROTTEURS,75016,Paris 16e  Arrondissement,Très satisfaisant,Restauration collective,48.848573,2.26669,1,0,0,0,0,0,0
SISTI LAURA,20242,Pietroso,Satisfaisant,Producteur fermier,42.135216,9.297398,1,0,0,0,0,0,0
ECOLE MATERNELLE,75019,Paris 19e  Arrondissement,Très satisfaisant,Restauration collective,48.892616,2.375819,1,0,1,0,0,0,0
DELICATESSE EXOTIQUE,75019,Paris 19e  Arrondissement,Très satisfaisant,Restaurant,48.888473,2.374452,1,1,0,0,0,0,0
ECOLE ELEMENTAIRE,75013,Paris 13e  Arrondissement,Satisfaisant,Restauration collective,48.825098,2.355436,1,0,0,0,0,0,0
LION ET POISSON,69002,Lyon 2e  Arrondissement,Satisfaisant,Restaurant,45.762651,4.835171,1,0,0,0,0,0,0
JOUR HEALTHY BY NATURE,75008,Paris 8e  Arrondissement,Très satisfaisant,Restaurant,48.878186,2.326162,1,0,0,0,0,0,0
SEREZIN KEBAB,69360,Sérézin-du-Rhône,Satisfaisant,Restaurant,45.629328,4.823591,1,0,0,1,0,0,0
MOCE,75008,Paris 8e  Arrondissement,Très satisfaisant,Restaurant,48.871491,2.321672,1,0,0,0,0,0,0
JE MANGE GASTRONOMIQUE,37390,La Membrolle-sur-Choisille,Très satisfaisant,Restauration collective,47.441661,0.639912,1,0,1,0,0,0,0
ECOLE ELEMENTAIRE,75014,Paris 14e  Arrondissement,Très satisfaisant,Restauration collective,48.828324,2.307675,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75013,Paris 13e  Arrondissement,Satisfaisant,Restauration collective,48.82495,2.360696,0,1,1,0,0,0,0
PARC ZOOLOGIQUE DE LA FLECHE,72200,La Flèche,Satisfaisant,Restaurant,47.697992,-0.08337,0,0,1,0,0,0,0
ECOLE MATERNELLE PUBLIQUE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.873069,2.393799,1,0,0,0,0,0,0
MAISON DES SAVEURS,03100,Montluçon,Satisfaisant,Restaurant,46.338825,2.607085,1,0,0,0,1,0,0
SAS INNOV' CONCEPT 34,34090,Montpellier,Satisfaisant,Restaurant,43.639971,3.829185,1,0,1,0,0,0,0
O'BISTROT D'OR,75015,Paris 15e  Arrondissement,Satisfaisant,Restaurant,48.844928,2.31016,0,1,0,0,0,0,0
EMMAUS ANNEMASSE ANNECY,74330,Epagny Metz-Tessy,Satisfaisant,Restauration collective,45.941494,6.105067,0,0,0,0,0,0,0
ECOLE PRIMAIRE,32810,Roquelaure,Urgent_Améliorer,Restauration collective,43.719374,0.580052,1,0,0,0,0,0,0
ECOLE MATERNELLE,75014,Paris 14e  Arrondissement,Satisfaisant,Restauration collective,48.833287,2.339974,1,0,0,0,0,0,0
LE MILESI,68100,Mulhouse,Satisfaisant,Restaurant,47.743909,7.341076,0,1,0,0,0,0,0
SARL CASA DI DELFO,75008,Paris 8e  Arrondissement,Satisfaisant,Restaurant,48.866569,2.302323,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75012,Paris 12e  Arrondissement,Satisfaisant,Restauration collective,48.837463,2.394091,1,0,1,0,0,0,0
ECOLE MATERNELLE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.873411,2.399106,1,0,0,0,0,0,0
SOLEIL LEVANT,75018,Paris 18e  Arrondissement,Satisfaisant,Restaurant,48.895388,2.337495,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75014,Paris 14e  Arrondissement,Très satisfaisant,Restauration collective,48.827253,2.322657,1,0,1,0,0,0,0
LE CONDE,69002,Lyon 2e  Arrondissement,Satisfaisant,Restaurant,45.751233,4.829604,1,0,0,0,0,0,0
LA TABLE DE SOPHIE,84300,Cavaillon,Très satisfaisant,Restaurant,43.835103,5.037702,1,0,0,0,0,0,0
ECOLE MATERNELLE,75020,Paris,Satisfaisant,Restauration collective,48.869775,2.394048,1,0,0,0,0,0,0
JUSTE LE ZINC,75008,Paris 8e  Arrondissement,Satisfaisant,Restaurant,48.882082,2.324311,1,0,0,0,0,0,0
ECOLE MATERNELLE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.868979,2.393943,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.875359,2.398183,1,0,0,0,0,0,0
MAISON CARNE,11100,Narbonne,Urgent_Améliorer,Restaurant,43.181275,3.00472,1,0,0,0,0,0,0
LES PETITS PLATS D'EMILIE,97414,Entre-Deux,Satisfaisant,Restaurant,-21.247088,55.47101,1,0,0,0,0,0,0
A MANDRIA DI PIGNA,20220,Pigna,Très satisfaisant,Restaurant,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
MOZZARELLAMISU'LE CRU DE PARIS,75008,Paris 8e  Arrondissement,Satisfaisant,Restaurant,48.882335,2.324251,1,0,0,0,0,0,0
LA LOUPIOTE,33130,Bègles,Satisfaisant,Restaurant,44.797381,-0.529713,1,0,0,0,0,0,0
AU DEPART,75008,Paris 8e  Arrondissement,Satisfaisant,Restaurant,48.87527,2.323594,1,0,0,0,0,0,0
COLLEGE PAUL ELUARD,78280,Guyancourt,Satisfaisant,Restauration collective,48.772056,2.065416,1,1,0,0,0,0,0
YOKOSUKA,75017,Paris 17e  Arrondissement,Satisfaisant,Restaurant,48.877444,2.291888,1,0,0,0,0,0,0
GAEC RECONNU DE L'ALPINE DES COLLINES,04150,Revest-des-Brousses,Très satisfaisant,Producteur fermier,43.981524,5.662699,0,1,0,0,0,0,0
BOUCHERIE VENET,69150,Décines-Charpieu,Satisfaisant,Boucherie-Charcuterie,45.763493,4.964652,1,0,0,0,0,0,0
ECOLE MATERNELLE,75014,Paris 14e  Arrondissement,Satisfaisant,Restauration collective,48.826554,2.340355,1,0,0,0,0,0,0
CRECHE LES DROLES D'ABEILLES,75012,Paris 12e  Arrondissement,Très satisfaisant,Restauration collective,48.840283,2.386892,1,0,1,0,0,0,0
ECOLE MATERNELLE,75011,Paris,Satisfaisant,Restauration collective,48.850255,2.39658,0,1,0,0,0,0,0
AMREST OPCO - CLERMONT NORD,63100,Clermont-Ferrand,Satisfaisant,Restaurant,45.809538,3.108883,1,0,0,0,0,0,0
GROUPE SOS SANTE,94350,Villiers-sur-Marne,Satisfaisant,Restauration collective,48.82749,2.549339,1,0,0,0,0,0,0
ECOLE MATERNELLE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.869085,2.405058,1,0,0,0,0,0,0
SCHNEIDER LAURA,57930,Saint-Jean-de-Bassel,Très satisfaisant,Producteur fermier,48.80314,6.99158,1,0,0,0,0,0,0
LE PHARE,17410,Saint-Martin-de-Ré,Satisfaisant,Restaurant,46.205454,-1.367737,1,0,0,0,0,0,1
LE REDJINI,66000,Perpignan,Satisfaisant,Restaurant,42.698572,2.888786,1,0,0,0,0,0,0
ENJOY SUSHI,13960,Sausset-les-Pins,Satisfaisant,Restaurant,43.329998,5.134009,1,0,0,0,0,0,0
PIZZERIA TINO,63000,Clermont-Ferrand,Satisfaisant,Restaurant,45.769723,3.110991,1,0,0,0,0,0,0
MUMU,75004,Paris 4e  Arrondissement,Satisfaisant,Restaurant,48.85139,2.362756,1,0,0,0,0,0,0
RESTO DE JU,05000,Gap,Satisfaisant,Restaurant,44.540969,6.05798,0,0,1,0,0,0,0
LE SAMBUCA,59310,Orchies,Satisfaisant,Restaurant,50.475733,3.234384,1,0,0,0,0,0,0
SAS F G C LE SAX,83400,Hyères,Satisfaisant,Restaurant,43.080773,6.15602,1,1,0,0,0,0,0
808 MAC AND CHEESE,75003,Paris 3e  Arrondissement,Satisfaisant,Restaurant,48.864455,2.365566,1,0,0,0,0,0,0
MA MONTBELIARD,25200,Montbéliard,Satisfaisant,Restauration collective,47.513971,6.796732,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75012,Paris 12e  Arrondissement,Satisfaisant,Restauration collective,48.843591,2.396623,1,0,0,0,0,0,0
ECOLE MATERNELLE,75017,Paris 17e  Arrondissement,Satisfaisant,Restauration collective,48.897061,2.32409,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75007,Paris 7e  Arrondissement,Satisfaisant,Restauration collective,48.856912,2.30908,0,1,0,0,0,0,0
ECOLE ELEMENTAIRE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.873411,2.399106,1,0,0,0,0,0,0
SIVALE,17000,La Rochelle,Satisfaisant,Libre service,46.153108,-1.127183,1,1,0,0,0,0,0
ECOLE MATERNELLE,75019,Paris 19e  Arrondissement,Satisfaisant,Restauration collective,48.87402,2.380305,1,0,0,0,0,0,0
CAFE JEAN,75019,Paris 19e  Arrondissement,Très satisfaisant,Restaurant,48.887805,2.388746,1,1,0,0,0,0,0
BISTROT DU METRO,75012,Paris 12e  Arrondissement,Satisfaisant,Restaurant,48.83887,2.381151,1,0,0,0,0,0,0
ECOLE ELEMENTAIRE,75010,Paris 10e  Arrondissement,Satisfaisant,Restauration collective,48.882308,2.362078,1,0,0,0,0,0,0
ECOLE MATERNELLE PUBLIQUE JEAN JAURES,44600,Saint-Nazaire,Très satisfaisant,Restauration collective,47.276843,-2.215978,1,0,0,0,0,0,0
ECOLE MATERNELLE,75018,Paris 18e  Arrondissement,Satisfaisant,Restauration collective,48.895419,2.331537,1,0,0,0,0,0,0
ECOLE MATERNELLE,75012,Paris 12e  Arrondissement,Satisfaisant,Restauration collective,48.847631,2.373244,1,1,0,0,0,0,0
DELUMEAU PASCAL,79200,Parthenay,Très satisfaisant,Boucherie-Charcuterie,46.646394,-0.243025,1,0,0,0,0,0,0
ECOLE MATERNELLE,75005,Paris 5e  Arrondissement,Satisfaisant,Restauration collective,48.843987,2.34942,1,0,0,0,0,0,0
CHARREL VIANDES,13400,Aubagne,Satisfaisant,Boucherie-Charcuterie,43.286327,5.546597,1,0,1,0,0,0,0
ECOLE MATERNELLE PUBLIQUE LES MAROTTES,78570,Andrésy,Satisfaisant,Restauration collective,48.971304,2.044618,1,0,0,0,0,0,0
ECOLE MATERNELLE,75005,Paris 5e  Arrondissement,Urgent_Améliorer,Restauration collective,48.848593,2.352278,1,0,0,0,0,0,0
AU FIL DE L EAU,33410,Sainte-Croix-du-Mont,Satisfaisant,Restaurant,44.595692,-0.287252,1,0,0,0,0,0,0
ECOLE MATERNELLE,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.864094,2.391827,0,1,0,0,0,0,0
ECOLE MATERNELLE,75018,Paris 18e  Arrondissement,Satisfaisant,Restauration collective,48.886355,2.351429,1,0,1,0,0,0,0
HERMI KHALED,02200,Soissons,Satisfaisant,Boucherie-Charcuterie,49.366764,3.321206,1,0,1,0,0,0,0
GRAZIA MARIA,75020,Paris 20e  Arrondissement,Satisfaisant,Restaurant,48.872516,2.399281,1,0,0,0,0,0,0
